name,description,category,subcategory,file_path,public_url,user_id,created_at
"NarutoySasuke.jpg","Póster artístico - NarutoySasuke","posters","","posters/NarutoySasuke.jpg","https://kuwhcnnhhtpjqnrbbdkc.supabase.co/storage/v1/object/public/images/posters/NarutoySasuke.jpg",NULL,"2025-10-31T11:37:31.489Z"
"PlasticBeach.jpg","Póster artístico - PlasticBeach","posters","","posters/PlasticBeach.jpg","https://kuwhcnnhhtpjqnrbbdkc.supabase.co/storage/v1/object/public/images/posters/PlasticBeach.jpg",NULL,"2025-10-31T11:37:31.489Z"
"Querubines.jpg","Póster artístico - Querubines","posters","","posters/Querubines.jpg","https://kuwhcnnhhtpjqnrbbdkc.supabase.co/storage/v1/object/public/images/posters/Querubines.jpg",NULL,"2025-10-31T11:37:31.489Z"
"SiriusBlack.jpg","Póster artístico - SiriusBlack","posters","","posters/SiriusBlack.jpg","https://kuwhcnnhhtpjqnrbbdkc.supabase.co/storage/v1/object/public/images/posters/SiriusBlack.jpg",NULL,"2025-10-31T11:37:31.489Z"
"Sukuna.jpg","Póster artístico - Sukuna","posters","","posters/Sukuna.jpg","https://kuwhcnnhhtpjqnrbbdkc.supabase.co/storage/v1/object/public/images/posters/Sukuna.jpg",NULL,"2025-10-31T11:37:31.489Z"
"TeamRocket.jpg","Póster artístico - TeamRocket","posters","","posters/TeamRocket.jpg","https://kuwhcnnhhtpjqnrbbdkc.supabase.co/storage/v1/object/public/images/posters/TeamRocket.jpg",NULL,"2025-10-31T11:37:31.489Z"
"Zelda.jpg","Póster artístico - Zelda","posters","","posters/Zelda.jpg","https://kuwhcnnhhtpjqnrbbdkc.supabase.co/storage/v1/object/public/images/posters/Zelda.jpg",NULL,"2025-10-31T11:37:31.489Z"
"Art_Creepybaras.png","Diseño de playera - Art_Creepybaras","playeras","","playeras/Art_Creepybaras.png","https://kuwhcnnhhtpjqnrbbdkc.supabase.co/storage/v1/object/public/images/playeras/Art_Creepybaras.png",NULL,"2025-10-31T11:37:31.489Z"
"Bruja_Creepybaras.png","Diseño de playera - Bruja_Creepybaras","playeras","","playeras/Bruja_Creepybaras.png","https://kuwhcnnhhtpjqnrbbdkc.supabase.co/storage/v1/object/public/images/playeras/Bruja_Creepybaras.png",NULL,"2025-10-31T11:37:31.489Z"
"Calabaza_Creepybaras.png","Diseño de playera - Calabaza_Creepybaras","playeras","","playeras/Calabaza_Creepybaras.png","https://kuwhcnnhhtpjqnrbbdkc.supabase.co/storage/v1/object/public/images/playeras/Calabaza_Creepybaras.png",NULL,"2025-10-31T11:37:31.489Z"
"EvilDead_Creepybaras.png","Diseño de playera - EvilDead_Creepybaras","playeras","","playeras/EvilDead_Creepybaras.png","https://kuwhcnnhhtpjqnrbbdkc.supabase.co/storage/v1/object/public/images/playeras/EvilDead_Creepybaras.png",NULL,"2025-10-31T11:37:31.489Z"
"Jigsaw_Creepybaras.png","Diseño de playera - Jigsaw_Creepybaras","playeras","","playeras/Jigsaw_Creepybaras.png","https://kuwhcnnhhtpjqnrbbdkc.supabase.co/storage/v1/object/public/images/playeras/Jigsaw_Creepybaras.png",NULL,"2025-10-31T11:37:31.489Z"
"JunjiIto_Creepybaras.png","Diseño de playera - JunjiIto_Creepybaras","playeras","","playeras/JunjiIto_Creepybaras.png","https://kuwhcnnhhtpjqnrbbdkc.supabase.co/storage/v1/object/public/images/playeras/JunjiIto_Creepybaras.png",NULL,"2025-10-31T11:37:31.489Z"
"Pennywise_Creepybaras.png","Diseño de playera - Pennywise_Creepybaras","playeras","","playeras/Pennywise_Creepybaras.png","https://kuwhcnnhhtpjqnrbbdkc.supabase.co/storage/v1/object/public/images/playeras/Pennywise_Creepybaras.png",NULL,"2025-10-31T11:37:31.489Z"
"Slenderman_Creepybaras.png","Diseño de playera - Slenderman_Creepybaras","playeras","","playeras/Slenderman_Creepybaras.png","https://kuwhcnnhhtpjqnrbbdkc.supabase.co/storage/v1/object/public/images/playeras/Slenderman_Creepybaras.png",NULL,"2025-10-31T11:37:31.489Z"
"Uzumaki_Creepybaras.png","Diseño de playera - Uzumaki_Creepybaras","playeras","","playeras/Uzumaki_Creepybaras.png","https://kuwhcnnhhtpjqnrbbdkc.supabase.co/storage/v1/object/public/images/playeras/Uzumaki_Creepybaras.png",NULL,"2025-10-31T11:37:31.489Z"
"Vampiro_Creepybaras.png","Diseño de playera - Vampiro_Creepybaras","playeras","","playeras/Vampiro_Creepybaras.png","https://kuwhcnnhhtpjqnrbbdkc.supabase.co/storage/v1/object/public/images/playeras/Vampiro_Creepybaras.png",NULL,"2025-10-31T11:37:31.489Z"
"evento1.PNG","Imagen de evento - evento1","eventos","","eventos/evento1.PNG","https://kuwhcnnhhtpjqnrbbdkc.supabase.co/storage/v1/object/public/images/eventos/evento1.PNG",NULL,"2025-10-31T11:37:31.489Z"
"evento2.PNG","Imagen de evento - evento2","eventos","","eventos/evento2.PNG","https://kuwhcnnhhtpjqnrbbdkc.supabase.co/storage/v1/object/public/images/eventos/evento2.PNG",NULL,"2025-10-31T11:37:31.489Z"
"evento3.PNG","Imagen de evento - evento3","eventos","","eventos/evento3.PNG","https://kuwhcnnhhtpjqnrbbdkc.supabase.co/storage/v1/object/public/images/eventos/evento3.PNG",NULL,"2025-10-31T11:37:31.489Z"
"evento4.PNG","Imagen de evento - evento4","eventos","","eventos/evento4.PNG","https://kuwhcnnhhtpjqnrbbdkc.supabase.co/storage/v1/object/public/images/eventos/evento4.PNG",NULL,"2025-10-31T11:37:31.489Z"
"evento5.PNG","Imagen de evento - evento5","eventos","","eventos/evento5.PNG","https://kuwhcnnhhtpjqnrbbdkc.supabase.co/storage/v1/object/public/images/eventos/evento5.PNG",NULL,"2025-10-31T11:37:31.489Z"
